id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
5024,117,"rất ưng mặt nạ này luôn í, mình hay bị mụn xưng to nhưng mỗi lần đắp xong thì xẹp đi hẳn, mình đang xài hộp thứ 2 và chuẩn bị mua đến hộp thứ 3",6/4/2021,23:17,5,422205164
5025,2668,"bông đợt này rất dởm, mới lấy ra chưa sài gì đã bung làm đôi :))), dùng để tẩy trang mới chùi nhẹ 1 lần là miếng bông tơi thành tám mảnh",8/2/2022,11:53,2,422203776
5026,2179,"sp này thấm siêu nhanh, kiềm dầu tốt. đáng dùng",12/10/2020,19:43,5,422207414
5027,2045,Mùi cồn nồng và bết dính,1/10/2022,8:21,1,249500019
5028,1440,"DỄ CHỊU, DÙNG RẤT DỊU DA, GIÁ THÀNH ỔN.",3/5/2023,18:13,5,422210784
5029,690,"Sử dụng dễ dàng, rất thoải mái, thư giản tột độ",30/04/2023,10:08,5,422202253
5030,1788,"Mặt bông mềm ,không để lại xơ bông ,giá cả phải chăng mn nên mua nhaaa",15/06/2021,19:10,5,422205181
5031,218,"tẩy khá sạch, 2 miếng là sạch bông, chỉ có lớp make up hơi tốn thui",2/3/2022,18:50,5,422206648
5032,178,Đã sử dụng và trộm vía da mình hợp. Xài được hơn 1 tháng hết lọ nên mua lại. Giá rẻ hơn Shopee của shop,4/10/2022,8:39,5,422220469
5033,680,Ok,30/04/2023,14:33,5,308500009
5034,2376,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",29/04/2023,16:21,5,422205160
5035,3777,Mình đã đung đến chai thứ 2. Sp mờ thâm sáng da tốt. Da sáng hồng rạng ngời á. Mà nhược điểm là dễ bị oxy hoá. Mở nắp khoảng 2 tuần là serum sạm màu rồi huhu,15/06/2024,17:31,5,422204902
5036,246,"giao nhanh , giá rẻ nhưng shop để tặng chai nhỏ mà k thấy chai nhỏ đâu",22/09/2021,18:30,5,422211447
5037,150,"D dùng hợp loại này,dịu nhẹ da m nhạy cảm mà k bị ngứa hay kích ứng.giá lại sinh viên ưng nha",14/03/2023,13:08,5,422211446
5038,1018,", Mùi hương thơm dễ chịu, làm mát nhanh, giá thành ổn.",2/5/2023,17:23,5,422206537
5039,678,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,1/5/2023,18:46,5,200400003
5040,3660,sản phẩm sẽ phù hợp vs boby nhiều hơn là da mặt do hạt khá thô nên cân nhắc đối với ai thuộc da nhạy cảm,21/11/2022,8:44,3,422206043
5041,2447,"Hôm trước mình có mua 4 miếng để sd, thấy mụn cũng bớt sưng đi nhiều. Nhưng mà thật sự là cái chỗ mũi làm hơi ngắn thật",18/07/2020,11:54,5,308500015
5042,1941,lần sau mình sẽ mua lại nữa,18/11/2023,15:46,5,422209262
5043,1164,"Tình cờ mình coi youtube của Khánh Vy, bạn ấy review loại này nên đã mua dùng thử. Kết quả là đam mê luôn. Mình mới mua thêm 4 chai nữa. Dạng sữa thấm vào da rất nhanh, hơi lên tone nhẹ. Và đặc biệt là ko bết dính, kiềm dầu khá tốt. Thoa kcn mà cảm giác như chưa thoa, cực kỳ dễ chịu luôn. Giá thì rất ok. Dạng sữa dùng hơi tốn nhưng với giá vậy mình có thể mua 2 chai thay vì 1 tuýp la roche posay như trước kia. Nói chung xài rất ổn luôn. Sẽ dùng hoài hoài",2/2/2023,20:52,5,249500013
5044,869,sản phẩm rất tốt,15/04/2023,22:10,5,422210980
5045,691,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,16:50,5,308500018
5046,2614,Sau 2 tuần thì da mình chưa thấy cải thiện gì hết. Thâm mụn nám vẫn còn. Hi vọng sau 2 tháng sẽ có hiệu quả như quảng cáo. Mình xài kết hợp cả 2 loại này. Chống nắng rất kỹ luôn ạ,5/4/2022,10:11,5,100210020
5047,2315,sử dụng dễ dàng.rất thoải mái.thư giãn tột độ,4/5/2023,20:25,5,308500015
5048,417,"rất ổn,sạch sâu",28/02/2023,19:40,4,422208976
5049,712,Minh rat thich hatashi sp tay trang nay,27/04/2023,18:34,5,100230059
5050,2501,"MÙI HƯƠNG DỄ CHỊU , LÀM MÁT NHANH , GIÁ THÀNH ỔN",2/5/2023,19:59,5,422206537
5051,2352,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,10:05,5,308500015
5052,1115,"Rất thích tẩy trang của cocoon, làm sạch hơn của loreal , từ khi dùng em này thì mụn ẩn mình cũng thuyên giảm, nói chung độ sạch rất ổn và với giá gần 250k đối với 500ml thấy khá là hợp với túi tiền. Mình sd đây là chai thứ 3",12/8/2021,14:49,5,422201504
5053,479,"Mình mới mua của hasaki nhưng dùng không hợp , mình pass giá mềm , mới dùng thử được 2 ngày thôi ạ .",15/03/2023,14:07,2,204900013
5054,3214,"Mình thuộc da khô, dùng srm này xong thấy da đủ ẩm với đỡ khô hơn srm simple refreshing, có tạo bọt nên cũng khá tiết kiệm, 1 tuýp dùng được 3 tháng, nên mua nè",6/6/2023,11:43,5,422214149
5055,695,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",29/04/2023,11:39,5,422206537
5056,1514,"Xài OK lắm nha, da có độ đàn hồi và rất mịn da rất hợp với làn da hỗn hợp thiên khô. Sẽ mua lại",19/06/2023,16:45,5,222600057
5057,3259,Làm nhỏ lỗ chân lông rất hiệu quả,5/12/2023,11:25,5,422203282
5058,2794,"Sản phẩm dùng ổn, không có gì để chê nhiều, đủ cho nhu cầu.",31/05/2023,22:24,3,249500007
5059,3456,,5/12/2023,13:31,5,422201448
5060,2722,"Trộm vía kiếm được em chống nắng này ưng ý ghê,tha lên da kiểu mỏng nhẹ không hề nặng mặt khá ok,da dầu xài mấy dòng khác có cồn thường khô nhưng em này đc cái kiềm dầu ổn mà ko cồn",16/06/2023,20:42,5,248700035
5061,3461,quá tuyệt. da như được tái sinh,24/03/2021,18:42,5,422201448
5062,1249,"bông mềm, không bị xơi bông, nên mua với tầm giá này cho 150 miếng thì okela",26/05/2023,22:12,5,422212333
5063,4063,Sử dụng tốt nên mua nha cả nhà,25/09/2024,17:40,5,248700102
5064,2688,Bông mềm tốt,4/8/2020,17:59,5,243300007
5065,529,Xái ok lắm luôn. sạch đỡ mụn ẩn hẳn,15/01/2023,19:01,5,204900159
5066,3797,"Sản phẩm kiềm dầu cực tốt, da cũng giảm bớt mụn hẳn sau vài tuần sử dụng.",15/03/2021,15:25,5,204100018
5067,1030,"Sử dụng dễ dãng,rất thoải mái,thư giãn tột độ",30/04/2023,15:04,5,422205164
5068,1233,"xài okie lắm, miếng bông đều hơn ipek",25/04/2024,16:47,5,422211640
5069,193,"sd khá tốt, hơi nổi bọt 1 tí",22/07/2022,11:31,5,422211446
5070,418,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình. Giao hàng nhanh",27/02/2023,16:53,5,422208977
5071,672,"Kem đỉnh thật, thoa vô là mát",4/5/2023,20:31,5,422200236
5072,326,,8/9/2020,14:56,5,422208807
5073,1078,"Sử dụng vichy hiểu quả rõ rệt. Mọi người hỏi dùng gì không mà da đẹp thế. Da mịn, hồng, ẩm mượt.",10/2/2019,8:38,5,422203976
5074,2797,thấy hãng qc phù hợp da nhạy cảm. da mình da dầu và nhạy cảm dùng e này bị bí da và kích ứng luôn ấy ạ. do mình dùng sai cách hay sao ta. hay da dầu thì k nên dùng ta,1/8/2024,0:52,5,100180113
5075,785,,3/7/2021,10:19,5,100230057
5076,69,"kiềm dầu tốt, bản thân mình thấy dễ tán kem nếu các bạn cấp ẩm tốt nhưng có để lại vệt trắng nhưng rất ít sau khi bôi không lên tone nhiều chỉ hơi bóng , nên mua",16/11/2021,17:49,5,204900013
5077,3784,"Mình mua bộ dưỡng da ban ngày và ban đêm được tặng mẫu dùng thử,trộm vía hợp với da mình nên hiệu quả thấy rõ",10/12/2021,21:55,1,422213992
5078,3096,Mình xài ít nhất là trên 10 bịch rồi. Lấy nhân mụn tốt mắc hút phần sót lại đau khi đã nặn cũng tốt nữa. Chỉ có điều dán lên nhìn hơi cộm nên mk xài tối thôi. Dĩ nhiên là kiểu mụn viêm thì miếng dán mụn ko coá tác dụng rồi nha,30/09/2022,15:23,5,345800027
5079,848,"mn nên cân nhắc khi mua kcn này vì nó rất bếch rít, thoa mãi ko thấm rất khó chịu. ko hiểu sao thời nào rồi mà hãng nổi tiếng vậy lại cho ra mắt sản phẩm bí bách và rít như vậy. giờ đem thoa chân luôn.",17/03/2022,7:37,1,422210400
5080,3970,"Mới đầu có lên tone nhẹ nhưng khi tệp vào da thì ổn nha . Do không cồn nên tầm 2 phút set vào da mịn , chống nước ổn không quá xuất sắc , mình có chạy ngoài đg thì bạn nhân viên tv là có chống bụi mịn thì khi tẩy trang mình thấy miếng bông toàn bụi không là biết chống nắng có hỗ trợ thật .",29/05/2023,10:22,5,331300023
5081,1764,Mờ thâm thấy rõ. Trời ơi tôi nói thà bỏ ra thêm mấy chục ngàn mua 9wishes còn hơn mua it’s skin. Giá hợp lý. Xài thấy hiệu quả. Xứng đáng 5 sao. Thích lắm luôn,31/12/2020,9:00,5,418800002
5082,247,Hàng thì vẫn luôn tốt rồi . Nhưng mà shop bảo tặng cho 1 chai nhỏ 40mà không thấyddaau mong shop phản hồi,20/09/2021,10:43,4,422211447
5083,4315,đỉnh lắm lun á mát da mà còn nâng tone nữa mười điểm❤️❤️❤️,25/09/2021,21:03,5,249500002
5084,2322,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",4/5/2023,13:25,5,308500037
5085,426,"Cá nhân mình khi sử dụng loại mới da tối và vàng hơn mọi khi. Chất kem dễ bôi, không vón cục. Da ko hợp sản phẩm này.",28/08/2024,13:37,3,422216416
5086,427,da dầu nhờn mụn dùng đc ko nhỉ,25/08/2024,12:29,5,204900013
5087,1040,"Xử lý đơn & giao hàng nhanh chóng. Hàng chính hãng, rất yên tâm ạ. Mình dùng rất thích. Đây là tuýp thứ 3 của mình rồi.",4/12/2022,11:26,5,422200236
5088,2405,SẢN PHẨM OK NHA AD,26/04/2023,18:41,5,422205163
5089,3503,"Tuy mùa dịch nhưng Hasaki giao hàng siêu nhanh luôn. Mới đặt hôm qua mà hôm nay đã có. Srm có mùi thơm nhẹ rất dễ chịu, dạng gel có các hạt nhỏ li ti nhưng rất mịn và không tạo bọt.",17/08/2021,20:59,5,225300001
5090,3549,"nước tẩy trang sài rất tốt, tẩy trang sạch k bị rít, k bị khô ra như mấy loại khác, nước tẩy trang này là chân ái của mình rồi",13/04/2023,12:14,5,222600052
5091,2390,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",28/04/2023,14:19,5,308500013
5092,2287,"xưa mình mua chỗ khác xài rồi. chai nhỏ, xịt mát êm diệu lắm, ko mùi nha lần này mua ở hasaki có nhiều cái khác, chai to, xịt nước tràn trền luôn ak, y như rửa mặt vậy, nước mới xịt ra giọt to, mùi hơi hăng, cảm giác ko mát được như chai cũ mình từng mua, mình ko biết phải hàng chính hãng ko nữa kiểu này mà trang điểm xong xịt 1 cái bay luôn lớp trang điểm, nên chỉ xài khi trời nóng nực và cần làm mát da thôi, để mình xài thử 1 thời gian xem thế nào",31/10/2022,20:45,3,204000059
5093,2662,"Đã mua nhiều lần ở đây nhưng lần này mua 4 bịch khui 2 bịch thì thấy bông quá tệ, dập ko kỹ bung bét bông tùm lum, lau tới đâu rụng bông tới đó. Còn 2 bịch chưa khui ko biết có bị giống z ko nữa ☹️☹️☹️",21/05/2022,10:07,1,422203776
5094,768,,23/12/2021,13:42,1,100230056
5095,3659,"Hạt scrub vừa phải, nhưng hạn chế chà xát mạnh vùng má. Mùi thơm. Khả năng tẩy mụn đầu đen thì tạm được.",8/6/2023,15:45,5,100220037
5096,3682,Mask mịn không gây ngứa rát cho da. Dưỡng chất thì cực nhiều. Có hiệu quả.,6/7/2023,17:29,5,345800009
5097,2356,"Sử dụng rất dễ dàng và rất thoải mái , thư giãn tột độ",30/04/2023,18:13,5,308500015
5098,1166,Chân áo của mk là đây,10/12/2022,21:42,5,249500007
5099,1424,"Khá bình thường, không có gì đáng để khen ngợi.",27/10/2022,8:40,2,422205151
5100,710,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,11:29,5,308500009
5101,512,Tuyệt,29/08/2022,18:57,5,204900013
5102,3876,Dùng hết 1 lọ thấy cải thiện rõ sẽ mua lại,25/01/2024,19:23,5,248700003
5103,3500,"Sử dụng em này khỏi tẩy da chết cũng đc, mình dùng thấy sạch và giảm đc sợi bã nhờn trên mũi luôn á.",1/7/2022,5:57,5,225300001
5104,848,"mn nên cân nhắc khi mua kcn này vì nó rất bếch rít, thoa mãi ko thấm rất khó chịu. ko hiểu sao thời nào rồi mà hãng nổi tiếng vậy lại cho ra mắt sản phẩm bí bách và rít như vậy. giờ đem thoa chân luôn.",17/03/2022,7:37,1,422214321
5105,2639,( Tẩy da chết cho body và mặt đều rất ổn thơm ),18/11/2023,20:30,5,422207812
5106,279,"Quá tuyệt vời, nắp xanh đậm sạch sâu, ko gây bết dính, ko tấy đỏ và rát da, giá cả hợp lí, rẻ hơn so với chất lượng và dung tích, 10/10",11/6/2021,21:05,5,422206648
5107,1461,Giao hàng đầy đủ,21/05/2022,11:07,5,100190059
5108,347,"xài sạch thiệt m.ng ơi... ngày nào mình cũng make up xài êm lắm, bữa nào đi xa ko cần rửa mặt lại vs nước luôn",12/10/2019,13:42,5,422204259
5109,1990,"Mình đang dùng kcn này thấy ổn á, kiềm dầu tốt, nâng tông, không cần trang điểm thêm, đi nắng nhiều cũng không thấy bị sạm da",30/11/2022,21:49,5,249500027
5110,1641,"Đắp lên mặt mát lắm, siêu nhìu dưỡng chất, mùi khá dễ chịu nữa. Đắp xong thấy mặt mình nó thoải mái gì đâu lun, để qua đêm, sáng rửa lại với nước là da láng mịn, siêu ưng",4/6/2024,23:28,5,422207794
5111,1487,tốt,6/5/2020,14:19,5,100190059
5112,345,"tẩy sạch, dịu da k gây kích ứng",8/12/2019,22:55,5,205100136
5113,2336,"Thấy rẻ mua thích, dùng xong da cũng trắng mà cồn cay mắt quá chịu ko nổi. Bỏ luôn từ đấy :))",30/06/2021,17:51,4,365000012
5114,3694,"Gel mát cực luôn nè, xài thích lắm, vừa xịn vừa rẻ nữa",19/03/2021,15:19,5,256700002
5115,24,"Dùng sp. nếu dính mắt sẽ hơi cay chớp mắt thấy nặng, bết hơn chắc do dầu , nhưng lông mi mình cảm thấy có mọc thêm và dài ra nha mn .",31/08/2023,16:45,4,256700011
5116,75,tẩy trang bio thì khỏi chê rồi đỉnh nhất trong các dòng mình từng dùng chân ái đời mình,13/09/2021,8:19,5,100230059
5117,351,"Mình đang xài , ko bị rát da vs ko bị khô da. Cũng ok so với giá tiền.",24/09/2019,23:45,5,205100146
5118,3792,Dùng ổn thấm nhanh mùi thơm hổ trợ đẩy mụn có kiềm dầu mờ thâm và chống bít tắt lcl không gây nhân mụn sau khi ngưng iso da hay nổi mụn li ti dùng xong thấy cãi thiện da dần dần ổn định lại ( dùng được 8 ngày rồi mới lên Review),9/10/2021,14:58,5,204100018
5119,361,Tốt,26/06/2023,10:29,5,422216594
5120,733,ok,4/1/2023,13:30,5,100230056
5121,3915,"Mẫu cũ mình xài ok ,chuyển qua mẫu mới xài lên mặt cẳm thấy hơi bị rát da và ngứa nhẹ k biết tại sao",11/9/2023,23:21,3,223600058
5122,2357,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",30/04/2023,17:56,5,308500013
5123,2733,"Thấm nhanh, không cay mắt",5/3/2023,20:50,5,248700035
5124,1663,"sử dụng retinol , mấy tháng đầu đã bị kích ứng nhẹ, thoa em này buổi sáng không bị bóng mặt, mà làm dịu da cũng OK lắm luôn. để thấy được khả năng phục hồi của ẻm thì phải nói là quá ok. Mình đi laser trị mụn,da mặt mất nước, sử dụng combo serum và kem của nó, thấy dịu da. tối thì mình dùng Bioderma Tim , kết cấu đặt hơn , tùy là khả năng phục hồi của ẻm này tốt hơn Klairs nhưng dung buổi sáng thì bóng mặt, dễ làm bit tắt lỗ chân lông nếu thỏa nhiều. mỗi em có ưa khuyết điểm cả.",25/05/2022,17:51,5,318900019
5125,535,"Mình xài kcn loại này nhiều rồi, trước cũng từng đặt hasaki nhưng k có nghe mùi nhựa như lần này. Đọc review của các bạn trước mình cũng hơi ngại nhưng vẫn đặt nghĩ chắc đến đợt mình ksao nhưng kcn vẫn nghe mùi nhựa. Mình k dám dùng và bỏ luôn cả tuýp chuyển qua mall đặt lại cho an tâm. Hi vọng hasaki đọc review của khách và cải thiện",1/6/2022,16:56,2,204900013
5126,275,Chất lượng sản phẩm tuyệt vời. Giao hàng nhanh lắm ạ,21/06/2021,21:51,5,422204259
5127,1087,mình thấy hasaki bán nước tt garnier rẻ nhất luôn đó ạ :)) giao hàng nhanh và gói hàng cực kì kĩ ( trừ khi dịch thì giao tầm nửa tháng ) tẩy trang này rất dịu nhẹ k cồn k hương liệu nên mấy bạn da nhạy cảm nên yên tâm :v theo cá nhân mình thì tẩy trang sạch cho những lúc không makeup hoặc không thoa kem chống nắng vì nó rất nhẹ ( mình sài kcn kiểu tẩy trang nó chỉ hết 7/10 thui ) nhưng mà da mình kiểu da cực kì nhạy cảm và khô nên sài cũng ok và để lại trên da 1 lớp ẩm nhẹ <3 hàng chính hãng,24/11/2021,12:05,5,422204904
5128,1010,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",4/5/2023,18:38,5,308500013
5129,682,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,19:05,5,200400003
5130,1233,"xài okie lắm, miếng bông đều hơn ipek",25/04/2024,16:47,5,422212331
5131,1244,Theo quan điểm của mình thì MN nên mua bông tẩy trang này nhé. Bông khá dày không bị tơi bông với lại rẻ nữa mn ui,11/6/2023,21:58,5,422212331
5132,1960,"Giao hàng nhanh, nhưng sản phẩm không khác nhiều so với loại khác.",19/09/2018,22:26,3,200400004
5133,1869,Đóng hàng cứ phải gọi siêuuuuuuuuuuu chắc và kĩ luôn. Đặc biệt hộp k hề bị méo * 1 wed đáng để đầu tư lâu dài!! Sản phẩm đã dùng r và mua lại ❤️,25/05/2021,11:10,5,224100009
5134,1632,sản phẩm tốt,14/12/2021,12:14,5,422211489
5135,590,"Tim duoc loai kem chong nang phu hop voi da minh (hỗn hop thien khô) kem nang tong, tham nhanh trắng, min, rat ưng lun, se mua lai.",11/7/2023,7:38,5,253900006
5136,2311,"Sử dụng dễ dàng, rất thoải mái. Thư giãn tột độ.",5/5/2023,10:01,4,422202253
5137,1380,"u là trời kem dưỡng ẩm này rất tốt nha mọi người, da mình thường gặp tình trạng đọng dầu vào mỗi sáng nhưng từ ngày xài ẻm mình thấy ít bị đổ dầu hơn hẳn mà còn thấy da mịn màng hơn nữa",29/09/2022,20:09,5,422200306
5138,2385,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",29/04/2023,11:42,5,422205164
5139,2354,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",30/04/2023,20:26,5,308500004
5140,2370,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",30/04/2023,10:19,5,422205162
5141,1184,"Sản phẩm dạng đặc hơn sữa tí. thấm nhanh vào da, mùi không bị nồng. Sử dụng rất thích. Nếu muốn sử dụng sp chất lượng tốt, giá bình dân, đây là một lựa chọn phù hợp",28/11/2022,23:53,5,249500027
5142,111,Shop giao hàng nhanh nhưng k tặng thêm chai dưỡng tóc,6/9/2024,20:06,4,422204259
5143,2432,,20/03/2021,18:02,5,308500015
5144,584,"Sản phẩm kém chất lượng, thấy phí tiền khi mua.",6/1/2023,9:35,1,308500015
5145,1074,"Mình dùng bản cũ thấy ổn hơn, bản mới dùng da khá rít dù để rất lâu cũng vẫn rít. Được cái không lên mụn, với gom cồi mụn ổn áp. Nhưng chắc do sản phẩm có BHA nên mình dùng mỗi ngày da bị bong tróc với hơi mẫn cảm.",18/12/2022,18:59,3,422205053
5146,3764,"Sản phẩm mình mua cho sài siêu okela luôn, giảm thâm với giảm nhăn okela nha mấy vết nhăn mảnh á",10/10/2022,15:53,5,248700003
5147,989,"Sản phẩm rất tốt , kiềm dầu , kin kít da không nhiều. Gấc mê sp này",9/2/2022,18:48,5,422204795
5148,1453,Mình da dầu. Srm rửa sạch sâu quá khô 2 bênh cánh mũi tróc da. Nguyên mặt căng,20/08/2022,11:48,3,422210980
5149,182,"tẩy trang tốt, nhưng quà tặng không có kèm theo, để chưng z thôi",28/05/2022,14:22,4,422211447
5150,2365,": SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,13:50,5,308500015
5151,4204,"Đắp lên da mát mà mịn lắm nhen, rẻ mà hiệu quả á",21/10/2022,11:10,5,422205807
5152,256,Mình da rất dầu và mụn nhưng dùng em này không hề bị lên mụn nhé. Các bạn đừng tham bôi dày là được. Chất em này mỏng thấm nhanh k nhờn rít. Khả năng phục hồi cấp tốc thì k đánh giá cao nhưng làm da khoẻ hơn là có nhé. Bôi cái này bôi thêm tre hoặc adapalene đều ổn nhé giảm sự đỏ hơn,12/4/2022,12:12,5,100210023
5153,1365,Em ghiền xài serum này qt rồi ..da bao mịn k hề lên mụn nữa chỉ 1 từ thôi Đ Ỉ N H,10/9/2022,23:42,5,422208328
5154,393,kk,14/11/2021,17:52,5,422211878
5155,79,"mình thuộc da nhạy cảm - da mỏng Dùng 1 tuần rồi mới review cho ce Xài rất êm , ko hề kích ứng . Có mùi hương như romana nam í . Giá cả hợp lý đáng để ce tin dùng ạ",18/02/2023,19:59,5,248100018
5156,1641,"Đắp lên mặt mát lắm, siêu nhìu dưỡng chất, mùi khá dễ chịu nữa. Đắp xong thấy mặt mình nó thoải mái gì đâu lun, để qua đêm, sáng rửa lại với nước là da láng mịn, siêu ưng",4/6/2024,23:28,5,422207793
5157,2361,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,14:53,5,422202253
5158,895,"Sản phẩm dùng tốt, không bị khô da",14/04/2023,11:37,5,422204795
5159,1185,"Khi bôi ko bị vón, và có cấp ẩm và kiềm dầu tốt nha. Bôi ko vón là mình thích rồiiii",25/06/2022,12:49,5,422215804
5160,516,"dưỡng ẩm khá tốt, sáng dậy da mềm mịn, mình xài đc nửa chai thấy sáng lên được chút nè",27/06/2022,10:31,5,318900005
5161,2556,"Da nhạy cảm thiên dầu như mình dùng cũng đến chai thứ 3 rồi nên không viết vài dòng review cho em này thì lãng phí, nói chung rửa mặt khá ổn, nhẹ nhàng, giảm nhờn mụn rõ.",8/11/2020,23:12,5,204100019
5162,1189,"Sản phẩm tốt , anh shipper Sung giao nhanh nữa 15p là có",9/6/2022,13:23,5,249500007
5163,2328,"Sử dụng rễ dàng ,rất thoải mái,thư giãn tột độ",3/5/2023,17:45,5,422205160
5164,382,"sản phẩm tốt , giao hàng nhanh . shipper thân thiện",1/11/2023,1:34,5,422208974
5165,23,"Sản phẩm không đúng như mô tả, rất bực mình.",20/03/2023,12:31,1,422204906
5166,2478,Bầu dùng đx khoing,16/04/2023,0:14,5,248700074
5167,3137,"Giao hàng nhanh , giá rẻ , hàng chính hãng từ trước đến giờ luôn tin tưởng hasaki vì hàng lúc nào cũng làm mình hài lòng 5 sao",9/8/2019,16:44,5,223600026
5168,702,"Mình rất thích HASAKI , và sản phẩm tẩy trang này",28/04/2023,19:01,5,100230059
5169,789,Giao Tân Bình mấy ngày ạ,9/11/2021,16:20,4,422203807
5170,176,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,12:08,5,308500018
5171,1862,"mình thấy siêu nặng môi,dính dính khó chịu cực thích vaseline jelly hơn",7/10/2021,0:43,3,225200013
5172,389,sữa rửa mặt êm,15/09/2023,21:51,5,422208972
5173,1424,Sử dụng thấy rất hiệu quả,14/07/2021,16:30,5,422218283
5174,348,"Mùi tràm trà dễ chịu, đắp lên da thấy nóng nhẹ nhưng không khó chịu , sau khi đắp xong chỉ cần vô nhẹ là dưỡng chất đã thấm vào da không gây nhờn rít như các loại mask khác Nên bỏ mask vào tủ lạnh trc khi đắp để có được trải nghiệm tốt nhất",6/10/2019,15:26,5,422205164
5175,153,"đã sử dụng 2 chai , làm sạch tốt giá hợp lý dung tích lớn",21/02/2023,20:18,5,422211446
5176,2929,"tinh chất khá nhiều, mặt nạ ôm sát mặt nhưng lúc đắp và đắp xong cảm giác cực kì thoải mái, không bị kích ứng, sáng hôm sau thấy da mướt hơn, sẽ mua 1 hộp 10 miếng để dùng",15/01/2024,8:55,5,422207149
5177,688,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,16:44,5,422205163
5178,1425,"Da mình da ít dầu ít mụn dùng bé này khá ok nha. Rửa vô mịn da cực, ko gây khô. Mà hình như bé nó còn làm sáng da hay sao ý :)) nói chung cực đãaa",11/4/2021,1:25,5,293500006
5179,46,sài rất lâu lun ă ngày tẩy ba lần ok lắm nên mua nhưng mà với ai có trang điểm và son lì thì k ra hết đâu nhé,1/11/2022,6:47,5,200400003
5180,645,Sản phẩm dùng rất ok. Da mình cực kỳ mẫn cảm đã thử qua các dòng tẩy trang rồi nhưng đều ko dùng được. Cảm ơn shop nhiều nha.,21/02/2024,14:06,5,100230064
5181,783,jjghy,7/7/2021,15:09,5,422216594
5182,1386,"da mình hỗn hợp thiên dầu dùng thấy mát ,thấm nhanh, da cấp ẩm ổn ạ,",30/12/2021,12:35,4,422200306
5183,2944,"Tối đầu tiên xài thì sáng ra lau được một đống da chết trên môi, thấy môi mềm mượt và đỡ khô nhiều, bớt thâm và Hồng môi hơn. Trước khi xài em này mỗi tối thì ngày mình phải bôi dưỡng môi DHC nhiều lần, từ khi xài em này mỗi tối thì ngày chỉ bôi DHC thêm 1-2 lần là OK cả ngày rồi",20/11/2021,0:06,5,200500283
5184,135,,17/07/2023,22:17,5,211300002
5185,1956,"Rất thất vọng, sẽ không bao giờ mua lại.",30/04/2023,0:27,1,345800009
5186,1,"siêu sạch dầu nhưng hơi khô tí, mụn thì chưa thấy cải thiện gì cả.",2/11/2024,0:36,4,204900056
5187,697,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,10:49,5,422205162
5188,2357,Mùi hương dễ chịu làm mát nhanh giá thành ổn,30/04/2023,17:48,5,422206537
5189,647,sản phẩm mùi dịu nhẹ sạch sâu đánh giá 5 sao,2/1/2024,11:20,5,100230056
5190,257,"Giá rẻ, giao hàng nhanh, khá sạch",8/8/2021,20:27,4,205100137
5191,3005,Nói chung là thik ó.Mình đã dùng xong đến chai thứ 3 rùi.Giờ đặt thêm chai thứ 4.Nhờ dùng loại này do mik bớt mụn trắng hẳn lên,2/6/2022,19:09,5,253900007
5192,397,Hàng chuẩn.. mua được lúc Sale 314k cho 473ml,31/05/2023,17:29,5,422208972
5193,257,,6/3/2019,12:15,5,308500018
5194,162,mình dùng loại này 6thag rồi á. giá rẻ nên mùi hơi ghê nhưng mà có hiệu quả đó nhe. sẽ còn mua lại.!!!,6/1/2023,0:45,4,365000013
5195,788,Hàng siêu ưng,2/5/2021,18:18,5,318900002
5196,2409,khá nặng mùi cồn,23/11/2022,11:12,5,308500018
